kb_kyoden_search_1,kb_kyoden_search_2,no_haisyutu,nm_hpannounce,nm_houjin1,nm_houjin2,nm_kyoten,cd_ken,nm_ken,ad_address1,ad_address2,ad_address3,nm_address,nm_address_search,no_tel,ad_latitude,ad_longitude,map_url
1,0,4100001882,,コジマ×ビックカメラ西東京店,２階電池売場、レジカウンター（電話機・家電・ビジュアル・ＰＣ・携帯）,コジマ×ビックカメラ西東京店　２階電池売場、レジカウンター（電話機・家電・ビジュアル・ＰＣ・携帯）,13,東京都,西東京市,向台町３−５−７４,サミットストア向台町店２Ｆ,東京都西東京市向台町３−５−７４サミットストア向台町店２Ｆ,東京都西東京市向台町３−５−７４,042-451-6800,35.7186279296875,139.53538513183594,https://map.yahoo.co.jp/search?q=東京都西東京市向台町３−５−７４
1,0,4100001903,,（株）ヤマダデンキ,テックランド東久留米野火止店,（株）ヤマダデンキ　テックランド東久留米野火止店,13,東京都,東久留米市,野火止１−３−３,,東京都東久留米市野火止１−３−３,東京都東久留米市野火止１−３−３,042-420-3311,35.75897979736328,139.51194763183594,https://map.yahoo.co.jp/search?q=東京都東久留米市野火止１−３−３
1,0,4100001909,,（株）ヤマダデンキ,ＬＡＢＩ　池袋本店,（株）ヤマダデンキ　ＬＡＢＩ　池袋本店,13,東京都,豊島区,東池袋１−５−７,,東京都豊島区東池袋１−５−７,東京都豊島区東池袋１−５−７,03-5958-7770,35.73080825805664,139.71319580078125,https://map.yahoo.co.jp/search?q=東京都豊島区東池袋１−５−７
1,0,4100001918,,（株）フジヤカメラ店,エービック事業部,（株）フジヤカメラ店　エービック事業部,13,東京都,中野区,中野５−５２−１５,中野ブロードウェイ３Ｆ,東京都中野区中野５−５２−１５中野ブロードウェイ３Ｆ,東京都中野区中野５−５２−１５,03-3386-5956,35.709922790527344,139.66566467285156,https://map.yahoo.co.jp/search?q=東京都中野区中野５−５２−１５
1,0,4100001926,,コジマ×ビックカメラ高井戸東店,２階レジカウンター（電話機、カメラ、ＰＣ、掃除機、充電池）,コジマ×ビックカメラ高井戸東店　２階レジカウンター（電話機、カメラ、ＰＣ、掃除機、充電池）,13,東京都,杉並区,高井戸東４−２−１,,東京都杉並区高井戸東４−２−１,東京都杉並区高井戸東４−２−１,03-5370-5677,35.686729431152344,139.62193298339844,https://map.yahoo.co.jp/search?q=東京都杉並区高井戸東４−２−１
1,0,4100001947,,（株）ヤマダデンキ,テックランド東大和店,（株）ヤマダデンキ　テックランド東大和店,13,東京都,東大和市,清水６−１０９５−３,,東京都東大和市清水６−１０９５−３,東京都東大和市清水６−１０９５−３,042-516-8831,35.74647521972656,139.4432373046875,https://map.yahoo.co.jp/search?q=東京都東大和市清水６−１０９５−３
1,0,4100001951,,（株）ヤマダデンキ,ＬＡＢＩ新宿西口館,（株）ヤマダデンキ　ＬＡＢＩ新宿西口館,13,東京都,新宿区,西新宿１−１８−８,,東京都新宿区西新宿１−１８−８,東京都新宿区西新宿１−１８−８,03-5339-0511,35.68843460083008,139.69801330566406,https://map.yahoo.co.jp/search?q=東京都新宿区西新宿１−１８−８
1,0,4100001982,,（株）ヤマダデンキ,テックランドＮｅｗ葛西店,（株）ヤマダデンキ　テックランドＮｅｗ葛西店,13,東京都,江戸川区,中葛西４−８−１,,東京都江戸川区中葛西４−８−１,東京都江戸川区中葛西４−８−１,03-6808-3321,35.66773223876953,139.86582946777344,https://map.yahoo.co.jp/search?q=東京都江戸川区中葛西４−８−１
1,0,4100002102,,（株）ピーシーデポコーポレーション,ＰＣ　ＤＥＰＯＴ　スマートライフ西馬込店,（株）ピーシーデポコーポレーション　ＰＣ　ＤＥＰＯＴ　スマートライフ西馬込店,13,東京都,大田区,南馬込５−４４−３,,東京都大田区南馬込５−４４−３,東京都大田区南馬込５−４４−３,03-3775-9995,35.584712982177734,139.7044677734375,https://map.yahoo.co.jp/search?q=東京都大田区南馬込５−４４−３
1,0,4100002246,,コジマ×ビックカメラ成城店,２階レジカウンター,コジマ×ビックカメラ成城店　２階レジカウンター,13,東京都,世田谷区,成城１−３−１,サミットストア成城店２Ｆ,東京都世田谷区成城１−３−１サミットストア成城店２Ｆ,東京都世田谷区成城１−３−１,03-3415-3122,35.63256072998047,139.6051788330078,https://map.yahoo.co.jp/search?q=東京都世田谷区成城１−３−１
1,0,4100002253,,（株）ヤマダデンキ,テックランド昭島店,（株）ヤマダデンキ　テックランド昭島店,13,東京都,昭島市,松原町２−１４−６,,東京都昭島市松原町２−１４−６,東京都昭島市松原町２−１４−６,042-519-2960,35.715599060058594,139.34974670410156,https://map.yahoo.co.jp/search?q=東京都昭島市松原町２−１４−６
1,0,4100002314,,（株）ヤマダデンキ,テックランド錦糸町店,（株）ヤマダデンキ　テックランド錦糸町店,13,東京都,墨田区,太平４−１−５　２Ｆ,,東京都墨田区太平４−１−５　２Ｆ,東京都墨田区太平４−１−５　２Ｆ,03-5819-0217,35.700599670410156,139.8148651123047,https://map.yahoo.co.jp/search?q=東京都墨田区太平４−１−５　２Ｆ
1,0,4100002315,,（株）ヤマダデンキ,テックランド稲城若葉台店,（株）ヤマダデンキ　テックランド稲城若葉台店,13,東京都,稲城市,若葉台２−８,,東京都稲城市若葉台２−８,東京都稲城市若葉台２−８,042-350-3416,35.623802185058594,139.47174072265625,https://map.yahoo.co.jp/search?q=東京都稲城市若葉台２−８
1,0,4100002331,,（株）ヤマダデンキ,ＹＡＭＡＤＡｗｅｂ．ｃｏｍ江東新砂店,（株）ヤマダデンキ　ＹＡＭＡＤＡｗｅｂ．ｃｏｍ江東新砂店,13,東京都,江東区,新砂３−１−１３,,東京都江東区新砂３−１−１３,東京都江東区新砂３−１−１３,03-5677-5913,35.66804885864258,139.82986450195312,https://map.yahoo.co.jp/search?q=東京都江東区新砂３−１−１３
1,0,4100002359,,（株）ピーシーデポコーポレーション,ＰＣ　ＤＥＰＯＴ　スマートライフ世田谷砧店,（株）ピーシーデポコーポレーション　ＰＣ　ＤＥＰＯＴ　スマートライフ世田谷砧店,13,東京都,世田谷区,砧１−１６−６,,東京都世田谷区砧１−１６−６,東京都世田谷区砧１−１６−６,03-5494-5122,35.6365966796875,139.61981201171875,https://map.yahoo.co.jp/search?q=東京都世田谷区砧１−１６−６
1,0,4100002360,,（株）ヤマダデンキ,ＬＡＢＩ東京八重洲,（株）ヤマダデンキ　ＬＡＢＩ東京八重洲,13,東京都,中央区,八重洲１−５−２２,,東京都中央区八重洲１−５−２２,東京都中央区八重洲１−５−２２,03-3510-9098,35.6822624206543,139.77053833007812,https://map.yahoo.co.jp/search?q=東京都中央区八重洲１−５−２２
1,0,4100002362,,コジマ×ビックカメラ八王子高倉店,２階レジカウンター,コジマ×ビックカメラ八王子高倉店　２階レジカウンター,13,東京都,八王子市,高倉町４９−３,コープみらい高倉店２Ｆ,東京都八王子市高倉町４９−３コープみらい高倉店２Ｆ,東京都八王子市高倉町４９−３,042-649-5522,35.66476058959961,139.3692626953125,https://map.yahoo.co.jp/search?q=東京都八王子市高倉町４９−３
1,0,4100002371,,コジマ×ビックカメラ西友ひばりケ丘店,２階レジ（電話機・カメラ・家電・ＡＶ・ＰＣ・携帯・おもちゃ）,コジマ×ビックカメラ西友ひばりケ丘店　２階レジ（電話機・カメラ・家電・ＡＶ・ＰＣ・携帯・おもちゃ）,13,東京都,西東京市,住吉町３−９−８,西友ひばりケ丘店２階,東京都西東京市住吉町３−９−８西友ひばりケ丘店２階,東京都西東京市住吉町３−９−８,042-438-5200,35.75078201293945,139.54486083984375,https://map.yahoo.co.jp/search?q=東京都西東京市住吉町３−９−８
1,0,4100002373,,（株）ヤマダデンキ,ＬＡＢＩ　立川,（株）ヤマダデンキ　ＬＡＢＩ　立川,13,東京都,立川市,曙町２−２−２５,,東京都立川市曙町２−２−２５,東京都立川市曙町２−２−２５,042-529-3611,35.69857406616211,139.4126739501953,https://map.yahoo.co.jp/search?q=東京都立川市曙町２−２−２５
1,0,4100002380,,コジマ×ビックカメラ　ベルクスモール浮間舟渡店,,コジマ×ビックカメラ　ベルクスモール浮間舟渡店　,13,東京都,板橋区,舟渡１−６−２２,ベルクスモール浮間舟渡２Ｆ,東京都板橋区舟渡１−６−２２ベルクスモール浮間舟渡２Ｆ,東京都板橋区舟渡１−６−２２,03-6454-5522,35.79232406616211,139.6875,https://map.yahoo.co.jp/search?q=東京都板橋区舟渡１−６−２２
1,0,4100002381,,（株）ヤマダデンキ,テックランド狛江店,（株）ヤマダデンキ　テックランド狛江店,13,東京都,狛江市,岩戸南２−４−３,,東京都狛江市岩戸南２−４−３,東京都狛江市岩戸南２−４−３,03-5761-4115,35.632259368896484,139.58766174316406,https://map.yahoo.co.jp/search?q=東京都狛江市岩戸南２−４−３
1,0,4100002383,,（株）ヤマダデンキ,テックランド八王子高尾店,（株）ヤマダデンキ　テックランド八王子高尾店,13,東京都,八王子市,狭間町１４５６,,東京都八王子市狭間町１４５６,東京都八王子市狭間町１４５６,042-673-2024,35.63954544067383,139.29006958007812,https://map.yahoo.co.jp/search?q=東京都八王子市狭間町１４５６
1,0,4100002386,,（株）ヤマダデンキ,テックランド西友大森店,（株）ヤマダデンキ　テックランド西友大森店,13,東京都,品川区,南大井６−２７−２５,西友大森店４Ｆ,東京都品川区南大井６−２７−２５西友大森店４Ｆ,東京都品川区南大井６−２７−２５,03-6450-0138,35.5881462097168,139.72991943359375,https://map.yahoo.co.jp/search?q=東京都品川区南大井６−２７−２５
1,0,4100002387,,（株）ヤマダデンキ,テックランド青梅店,（株）ヤマダデンキ　テックランド青梅店,13,東京都,青梅市,今井３−１０−９,フォレオ２Ｆ,東京都青梅市今井３−１０−９フォレオ２Ｆ,東京都青梅市今井３−１０−９,0428-78-0609,35.796443939208984,139.30894470214844,https://map.yahoo.co.jp/search?q=東京都青梅市今井３−１０−９
1,0,4100002389,,（株）ヤマダデンキ,テックランド　イオンスタイル赤羽店,（株）ヤマダデンキ　テックランド　イオンスタイル赤羽店,13,東京都,北区,神谷３−１２−１,イオンスタイル赤羽２Ｆ,東京都北区神谷３−１２−１イオンスタイル赤羽２Ｆ,東京都北区神谷３−１２−１,03-5939-7708,35.77409744262695,139.7321319580078,https://map.yahoo.co.jp/search?q=東京都北区神谷３−１２−１
1,0,4100002431,,（株）ヤマダデンキ,テックランドセブンタウン小豆沢店,（株）ヤマダデンキ　テックランドセブンタウン小豆沢店,13,東京都,板橋区,小豆沢三丁目９番４号,セブンタウン小豆沢内,東京都板橋区小豆沢三丁目９番４号セブンタウン小豆沢内,東京都板橋区小豆沢三丁目９番４号,03-5939-8888,35.77919387817383,139.69351196289062,https://map.yahoo.co.jp/search?q=東京都板橋区小豆沢三丁目９番４号
1,0,4100002435,,（株）ヤマダデンキ,テックランドスーパービバホーム豊洲店,（株）ヤマダデンキ　テックランドスーパービバホーム豊洲店,13,東京都,江東区,豊洲３丁目４−８,スーパービバホーム豊洲店２Ｆ,東京都江東区豊洲３丁目４−８スーパービバホーム豊洲店２Ｆ,東京都江東区豊洲３丁目４−８,03-3520-8803,35.655906677246094,139.7981719970703,https://map.yahoo.co.jp/search?q=東京都江東区豊洲３丁目４−８
1,0,4100002436,,（株）ヤマダデンキ,テックランド西友花小金井店,（株）ヤマダデンキ　テックランド西友花小金井店,13,東京都,小平市,花小金井１−２−２３,西友花小金井店　３Ｆ,東京都小平市花小金井１−２−２３西友花小金井店　３Ｆ,東京都小平市花小金井１−２−２３,042-452-9921,35.72737121582031,139.51162719726562,https://map.yahoo.co.jp/search?q=東京都小平市花小金井１−２−２３
1,0,4100002508,,コジマ×ビックカメラＫＡＭＥＩＤＯ　ＣＬＯＣＫ店,レジカウンター,コジマ×ビックカメラＫＡＭＥＩＤＯ　ＣＬＯＣＫ店　レジカウンター,13,東京都,江東区,亀戸６−３１−６,ＫＡＭＥＩＤＯ　ＣＬＯＣＫ　３Ｆ,東京都江東区亀戸６−３１−６ＫＡＭＥＩＤＯ　ＣＬＯＣＫ　３Ｆ,東京都江東区亀戸６−３１−６,03-3638-5252,35.69660186767578,139.82920837402344,https://map.yahoo.co.jp/search?q=東京都江東区亀戸６−３１−６
1,0,4100002517,,（株）ヤマダデンキ,テックランド　ビバホーム八王子多摩美大前店,（株）ヤマダデンキ　テックランド　ビバホーム八王子多摩美大前店,13,東京都,八王子市,鑓水２−１０８−１,ビバホーム八王子多摩美大前店２Ｆ,東京都八王子市鑓水２−１０８−１ビバホーム八王子多摩美大前店２Ｆ,東京都八王子市鑓水２−１０８−１,042-670-9333,35.61143493652344,139.35299682617188,https://map.yahoo.co.jp/search?q=東京都八王子市鑓水２−１０８−１
1,0,4100002532,,（株）ヤマダデンキ,ＩＤＣ　ＯＴＳＵＫＡ　新宿ショールーム,（株）ヤマダデンキ　ＩＤＣ　ＯＴＳＵＫＡ　新宿ショールーム,13,東京都,新宿区,新宿３−３３−１,,東京都新宿区新宿３−３３−１,東京都新宿区新宿３−３３−１,03-5379-4321,35.68988800048828,139.70350646972656,https://map.yahoo.co.jp/search?q=東京都新宿区新宿３−３３−１
1,0,4100002545,,コジマ×ビックカメラ有明ガーデン店,レジカウンター,コジマ×ビックカメラ有明ガーデン店　レジカウンター,13,東京都,江東区,有明２−１−８,ショッピングシティ有明ガーデン３Ｆ,東京都江東区有明２−１−８ショッピングシティ有明ガーデン３Ｆ,東京都江東区有明２−１−８,03-5500-5252,35.637699127197266,139.7904510498047,https://map.yahoo.co.jp/search?q=東京都江東区有明２−１−８
1,0,4100002546,,コジマ×ビックカメラ聖蹟桜ヶ丘駅店,レジカウンター,コジマ×ビックカメラ聖蹟桜ヶ丘駅店　レジカウンター,13,東京都,多摩市,関戸１−１１−１,京王聖蹟桜ヶ丘ショッピングセンターＡ館　６階,東京都多摩市関戸１−１１−１京王聖蹟桜ヶ丘ショッピングセンターＡ館　６階,東京都多摩市関戸１−１１−１,042-310-1111,35.65060806274414,139.44747924804688,https://map.yahoo.co.jp/search?q=東京都多摩市関戸１−１１−１
1,0,4100002548,,（株）ヤマダデンキ,テックランド葛飾店,（株）ヤマダデンキ　テックランド葛飾店,13,東京都,葛飾区,立石五丁目１１番２３号,,東京都葛飾区立石五丁目１１番２３号,東京都葛飾区立石五丁目１１番２３号,03-5654-6581,35.74211120605469,139.8466033935547,https://map.yahoo.co.jp/search?q=東京都葛飾区立石五丁目１１番２３号
1,0,4100002559,,コジマ×ビックカメラコーナン田無店,レジカウンター,コジマ×ビックカメラコーナン田無店　レジカウンター,13,東京都,西東京市,西原町４−２−８,コーナン２Ｆ,東京都西東京市西原町４−２−８コーナン２Ｆ,東京都西東京市西原町４−２−８,042-460-5252,35.735355377197266,139.52517700195312,https://map.yahoo.co.jp/search?q=東京都西東京市西原町４−２−８
1,0,4100002564,,（株）ヤマダデンキ,Ｔｅｃｃ　ＬＩＦＥ　ＳＥＬＥＣＴ足立竹の塚店,（株）ヤマダデンキ　Ｔｅｃｃ　ＬＩＦＥ　ＳＥＬＥＣＴ足立竹の塚店,13,東京都,足立区,竹の塚五丁目１７番１０号,,東京都足立区竹の塚五丁目１７番１０号,東京都足立区竹の塚五丁目１７番１０号,03-6625-2906,35.79543685913086,139.794677734375,https://map.yahoo.co.jp/search?q=東京都足立区竹の塚五丁目１７番１０号
1,0,4100002572,,（株）ヤマダデンキ,テックランド　聖蹟桜ヶ丘店,（株）ヤマダデンキ　テックランド　聖蹟桜ヶ丘店,13,東京都,多摩市,関戸４−７２,ヴィータモールせいせき２Ｆ〜４Ｆ,東京都多摩市関戸４−７２ヴィータモールせいせき２Ｆ〜４Ｆ,東京都多摩市関戸４−７２,042-400-5501,35.64963150024414,139.44705200195312,https://map.yahoo.co.jp/search?q=東京都多摩市関戸４−７２
1,0,5100000675,,綿半ホームエイド,国分寺店,綿半ホームエイド　国分寺店,13,東京都,国分寺市,日吉町３ー３ー９,,東京都国分寺市日吉町３ー３ー９,東京都国分寺市日吉町３ー３ー９,042-325-2442,35.70447540283203,139.4578857421875,https://map.yahoo.co.jp/search?q=東京都国分寺市日吉町３ー３ー９
1,0,5100000704,,（株）アイリスプラザ　ダイユニカンパニー,ユニディ若葉台店,（株）アイリスプラザ　ダイユニカンパニー　ユニディ若葉台店,13,東京都,稲城市,若葉台２−６,,東京都稲城市若葉台２−６,東京都稲城市若葉台２−６,042-350-6901,35.621978759765625,139.47164916992188,https://map.yahoo.co.jp/search?q=東京都稲城市若葉台２−６
1,0,5100000705,,（株）アイリスプラザ　ダイユニカンパニー,ユニディ狛江店,（株）アイリスプラザ　ダイユニカンパニー　ユニディ狛江店,13,東京都,狛江市,和泉本町４−６−３,,東京都狛江市和泉本町４−６−３,東京都狛江市和泉本町４−６−３,03-5438-5511,35.6427001953125,139.5707550048828,https://map.yahoo.co.jp/search?q=東京都狛江市和泉本町４−６−３
1,0,5100001435,,コーナン商事（株）,ホームセンターコーナン本羽田萩中店,コーナン商事（株）　ホームセンターコーナン本羽田萩中店,13,東京都,大田区,本羽田２−３−１,,東京都大田区本羽田２−３−１,東京都大田区本羽田２−３−１,03-5735-5861,35.54960250854492,139.7310791015625,https://map.yahoo.co.jp/search?q=東京都大田区本羽田２−３−１
1,0,5100001497,,ＤＣＭ（株）,ＤＣＭ八王子みなみ野店,ＤＣＭ（株）　ＤＣＭ八王子みなみ野店,13,東京都,八王子市,みなみ野１−３−１,,東京都八王子市みなみ野１−３−１,東京都八王子市みなみ野１−３−１,042-632-6868,35.63128662109375,139.3302459716797,https://map.yahoo.co.jp/search?q=東京都八王子市みなみ野１−３−１
1,0,5100002448,,ＤＣＭ（株）,ＤＣＭ大井競馬場前店,ＤＣＭ（株）　ＤＣＭ大井競馬場前店,13,東京都,品川区,勝島１−６−１６,大井競馬場前ショッピングモールＷＩＲＡ大井１Ｆ,東京都品川区勝島１−６−１６大井競馬場前ショッピングモールＷＩＲＡ大井１Ｆ,東京都品川区勝島１−６−１６,03-5767-7631,35.59721755981445,139.7450714111328,https://map.yahoo.co.jp/search?q=東京都品川区勝島１−６−１６
1,0,5100002865,,（株）セキチュー,鶴川店,（株）セキチュー　鶴川店,13,東京都,町田市,金井ケ丘２−４３−５,,東京都町田市金井ケ丘２−４３−５,東京都町田市金井ケ丘２−４３−５,042-708-9746,35.57320022583008,139.46661376953125,https://map.yahoo.co.jp/search?q=東京都町田市金井ケ丘２−４３−５
1,0,5100002945,,ロイヤルホームセンター,南千住店,ロイヤルホームセンター　南千住店,13,東京都,荒川区,南千住４−１−４,,東京都荒川区南千住４−１−４,東京都荒川区南千住４−１−４,03-5615-5631,35.73289489746094,139.80271911621094,https://map.yahoo.co.jp/search?q=東京都荒川区南千住４−１−４
1,0,5100003143,,アークランズ（株）,ビバホームビーンズ赤羽店,アークランズ（株）　ビバホームビーンズ赤羽店,13,東京都,北区,赤羽１−１−１,,東京都北区赤羽１−１−１,東京都北区赤羽１−１−１,03-5249-8011,35.77878189086914,139.72096252441406,https://map.yahoo.co.jp/search?q=東京都北区赤羽１−１−１
1,0,5100003144,,アークランズ（株）,ビバホーム奥戸街道店,アークランズ（株）　ビバホーム奥戸街道店,13,東京都,葛飾区,奥戸２−１４−２８,,東京都葛飾区奥戸２−１４−２８,東京都葛飾区奥戸２−１４−２８,03-5654-8911,35.73603820800781,139.8563690185547,https://map.yahoo.co.jp/search?q=東京都葛飾区奥戸２−１４−２８
1,0,5100003145,,アークランズ（株）,スーパービバホーム豊洲店,アークランズ（株）　スーパービバホーム豊洲店,13,東京都,江東区,豊洲３−４−８,,東京都江東区豊洲３−４−８,東京都江東区豊洲３−４−８,03-3536-9611,35.655906677246094,139.7981719970703,https://map.yahoo.co.jp/search?q=東京都江東区豊洲３−４−８
1,0,5100003146,,アークランズ（株）,ビバホーム板橋前野店,アークランズ（株）　ビバホーム板橋前野店,13,東京都,板橋区,前野町３−３７−１８,,東京都板橋区前野町３−３７−１８,東京都板橋区前野町３−３７−１８,03-5914-3411,35.770423889160156,139.69354248046875,https://map.yahoo.co.jp/search?q=東京都板橋区前野町３−３７−１８
1,0,5100003148,,アークランズ（株）,ビバホーム足立神明店,アークランズ（株）　ビバホーム足立神明店,13,東京都,足立区,神明２−６−１４,,東京都足立区神明２−６−１４,東京都足立区神明２−６−１４,03-5673-3211,35.79385757446289,139.83465576171875,https://map.yahoo.co.jp/search?q=東京都足立区神明２−６−１４
1,0,5100003169,,コーナン商事（株）,ホームセンターコーナン三鷹店,コーナン商事（株）　ホームセンターコーナン三鷹店,13,東京都,三鷹市,野崎３−７−１２,,東京都三鷹市野崎３−７−１２,東京都三鷹市野崎３−７−１２,0422-30-3757,35.681739807128906,139.5441131591797,https://map.yahoo.co.jp/search?q=東京都三鷹市野崎３−７−１２
1,0,5100003183,,ロイヤルホームセンター,足立鹿浜,ロイヤルホームセンター　足立鹿浜,13,東京都,足立区,堀之内１−１３−１３,,東京都足立区堀之内１−１３−１３,東京都足立区堀之内１−１３−１３,03-5647-5711,35.775203704833984,139.75279235839844,https://map.yahoo.co.jp/search?q=東京都足立区堀之内１−１３−１３
1,0,5100003227,,アークランズ（株）,スーパービバホーム東久留米店,アークランズ（株）　スーパービバホーム東久留米店,13,東京都,東久留米市,上の原２−２−３５,,東京都東久留米市上の原２−２−３５,東京都東久留米市上の原２−２−３５,042-470-9011,35.769798278808594,139.5449981689453,https://map.yahoo.co.jp/search?q=東京都東久留米市上の原２−２−３５
1,0,5100003232,,アークランズ（株）,ビバホーム豊島５丁目店,アークランズ（株）　ビバホーム豊島５丁目店,13,東京都,北区,豊島４−１８−２４,,東京都北区豊島４−１８−２４,東京都北区豊島４−１８−２４,03-5959-0911,35.76359939575195,139.7528076171875,https://map.yahoo.co.jp/search?q=東京都北区豊島４−１８−２４
1,0,5100003311,,ＤＣＭ（株）,ＤＣＭ小金井店,ＤＣＭ（株）　ＤＣＭ小金井店,13,東京都,小金井市,中町１−１３−２４,,東京都小金井市中町１−１３−２４,東京都小金井市中町１−１３−２４,042-385-5515,35.695037841796875,139.51605224609375,https://map.yahoo.co.jp/search?q=東京都小金井市中町１−１３−２４
1,0,5100003327,,ＤＣＭ（株）,ＤＣＭ立川幸町店,ＤＣＭ（株）　ＤＣＭ立川幸町店,13,東京都,立川市,幸町２−３２−１,,東京都立川市幸町２−３２−１,東京都立川市幸町２−３２−１,042-534-6380,35.721256256103516,139.42495727539062,https://map.yahoo.co.jp/search?q=東京都立川市幸町２−３２−１
1,0,5100003359,,ＤＣＭ（株）,ＤＣＭ東久留米南町店,ＤＣＭ（株）　ＤＣＭ東久留米南町店,13,東京都,東久留米市,南町１−６−１１,,東京都東久留米市南町１−６−１１,東京都東久留米市南町１−６−１１,042-468-5513,35.742103576660156,139.52732849121094,https://map.yahoo.co.jp/search?q=東京都東久留米市南町１−６−１１
1,0,5100003361,,ＤＣＭ（株）,ＤＣＭ高島平店,ＤＣＭ（株）　ＤＣＭ高島平店,13,東京都,板橋区,高島平９−２３−１,,東京都板橋区高島平９−２３−１,東京都板橋区高島平９−２３−１,03-5399-2501,35.7897834777832,139.66607666015625,https://map.yahoo.co.jp/search?q=東京都板橋区高島平９−２３−１
1,0,5100003362,,ＤＣＭ（株）,ＤＣＭ鹿骨店,ＤＣＭ（株）　ＤＣＭ鹿骨店,13,東京都,江戸川区,鹿骨２−４０−１６,,東京都江戸川区鹿骨２−４０−１６,東京都江戸川区鹿骨２−４０−１６,03-3698-4770,35.70695495605469,139.895751953125,https://map.yahoo.co.jp/search?q=東京都江戸川区鹿骨２−４０−１６
1,0,5100003363,,ＤＣＭ（株）,ＤＣＭ鹿浜店,ＤＣＭ（株）　ＤＣＭ鹿浜店,13,東京都,足立区,鹿浜６−２４−７,,東京都足立区鹿浜６−２４−７,東京都足立区鹿浜６−２４−７,03-3857-8288,35.78564453125,139.76084899902344,https://map.yahoo.co.jp/search?q=東京都足立区鹿浜６−２４−７
1,0,5100003364,,ＤＣＭ（株）,ＤＣＭ府中栄町店,ＤＣＭ（株）　ＤＣＭ府中栄町店,13,東京都,府中市,栄町１−７−１,,東京都府中市栄町１−７−１,東京都府中市栄町１−７−１,042-336-6551,35.688926696777344,139.48159790039062,https://map.yahoo.co.jp/search?q=東京都府中市栄町１−７−１
1,0,5100003369,,ＤＣＭ（株）,ＤＣＭ三田店,ＤＣＭ（株）　ＤＣＭ三田店,13,東京都,港区,三田４−２−２０,,東京都港区三田４−２−２０,東京都港区三田４−２−２０,03-5442-5828,35.64586639404297,139.740478515625,https://map.yahoo.co.jp/search?q=東京都港区三田４−２−２０
1,0,5100003370,,ＤＣＭ（株）,ＤＣＭ武蔵村山店,ＤＣＭ（株）　ＤＣＭ武蔵村山店,13,東京都,武蔵村山市,榎３−２０−１,,東京都武蔵村山市榎３−２０−１,東京都武蔵村山市榎３−２０−１,042-590-0766,35.74774932861328,139.38966369628906,https://map.yahoo.co.jp/search?q=東京都武蔵村山市榎３−２０−１
1,0,5100003373,,ＤＣＭ（株）,ＤＣＭ国立青柳店,ＤＣＭ（株）　ＤＣＭ国立青柳店,13,東京都,国立市,青柳１−１−１０,,東京都国立市青柳１−１−１０,東京都国立市青柳１−１−１０,042-521-2370,35.68707275390625,139.42271423339844,https://map.yahoo.co.jp/search?q=東京都国立市青柳１−１−１０
1,0,5100003380,,ＤＣＭ（株）,ＤＣＭ東十条店,ＤＣＭ（株）　ＤＣＭ東十条店,13,東京都,北区,神谷２−２−１,,東京都北区神谷２−２−１,東京都北区神谷２−２−１,03-5939-4261,35.7684440612793,139.7299346923828,https://map.yahoo.co.jp/search?q=東京都北区神谷２−２−１
1,0,5100003387,,ＤＣＭ（株）,ＤＣＭ日野旭が丘店,ＤＣＭ（株）　ＤＣＭ日野旭が丘店,13,東京都,日野市,旭が丘３−６−４,,東京都日野市旭が丘３−６−４,東京都日野市旭が丘３−６−４,042-582-8678,35.658626556396484,139.36907958984375,https://map.yahoo.co.jp/search?q=東京都日野市旭が丘３−６−４
1,0,5100003388,,ＤＣＭ（株）,ＤＣＭあきる野店,ＤＣＭ（株）　ＤＣＭあきる野店,13,東京都,あきる野市,下代継４８,,東京都あきる野市下代継４８,東京都あきる野市下代継４８,042-532-3644,35.72578811645508,139.28024291992188,https://map.yahoo.co.jp/search?q=東京都あきる野市下代継４８
1,0,5100003399,,ＤＣＭ（株）,ＤＣＭ楢原店,ＤＣＭ（株）　ＤＣＭ楢原店,13,東京都,八王子市,楢原町１８１８−１５,,東京都八王子市楢原町１８１８−１５,東京都八王子市楢原町１８１８−１５,042-628-9643,35.68718719482422,139.30609130859375,https://map.yahoo.co.jp/search?q=東京都八王子市楢原町１８１８−１５
1,0,5100003431,,ＤＣＭ（株）,ＤＣＭ唐木田店,ＤＣＭ（株）　ＤＣＭ唐木田店,13,東京都,多摩市,唐木田１−３,,東京都多摩市唐木田１−３,東京都多摩市唐木田１−３,042-371-5051,35.61442947387695,139.41043090820312,https://map.yahoo.co.jp/search?q=東京都多摩市唐木田１−３
1,1,5100003504,,（株）ジョイフル本田,ジョイフル本田瑞穂店,（株）ジョイフル本田　ジョイフル本田瑞穂店,13,東京都,西多摩郡,瑞穂町殿ケ谷４４２,,東京都西多摩郡瑞穂町殿ケ谷４４２,東京都西多摩郡瑞穂町殿ケ谷４４２,042-568-2311,35.76055145263672,139.35772705078125,https://map.yahoo.co.jp/search?q=東京都西多摩郡瑞穂町殿ケ谷４４２
1,0,5100003649,,ＤＣＭ（株）,ＤＣＭ稲城押立店,ＤＣＭ（株）　ＤＣＭ稲城押立店,13,東京都,稲城市,押立１７７７−１,,東京都稲城市押立１７７７−１,東京都稲城市押立１７７７−１,042-378-0911,35.648216247558594,139.5159149169922,https://map.yahoo.co.jp/search?q=東京都稲城市押立１７７７−１
